srcdate,filing_date,supplier_gvkey,supplier_tic,customer_tic,customer_gvkey,salecs,total_sale,weight_wji,source
2024-12-31,,012578,VHI,9352B,,30.639,2104.8,0.014557,ours_only
2024-12-31,,012578,VHI,AMH,,10.01,2104.8,0.004756,ours_only
2024-12-31,2025-02-11,012598,PAMT,F,004839,64.318,714.646,0.09,both
2024-12-31,2025-02-11,012598,PAMT,GM,005073,85.758,714.646,0.120001,both
2024-12-31,2025-02-11,012598,PAMT,WMT,011259,57.172,714.646,0.08,both
2024-12-31,2025-03-05,012926,FRPH,VMC,011228,9.608,41.774,0.23,both
2024-12-31,2025-02-03,013125,DOC,EXAS,141277,295.84,2698.934,0.109614,partner_only
2024-12-31,2025-02-03,013125,DOC,HCA,022260,189.031,2698.934,0.070039,both
2024-12-31,2025-03-12,013431,BRY,CVX,002991,217.42,776.501,0.28,both
2024-12-31,2025-03-12,013431,BRY,PSX,170841,77.65,776.501,0.1,both
2024-12-31,2025-02-04,013562,BDN,CMCSA,003226,12.462,317.779,0.039216,both
2024-12-31,2025-02-04,013562,BDN,FMC,004510,12.034,317.779,0.037869,both
2024-12-31,,013562,BDN,ONCE,,18.711,317.779,0.058881,ours_only
2024-12-31,2025-02-27,013700,XRAY,HSIC,061494,,3793.0,,partner_only
2024-12-31,2025-02-05,014140,SAN,SPAI,050297,12335.75,119072.338,0.103599,partner_only
2024-12-31,2025-02-25,014309,IPAR,M,004611,174.279,1452.325,0.12,both
2024-12-31,2025-02-13,014401,ITIC,EXAS,141277,56.985,258.298,0.220617,partner_only
2024-12-31,2025-01-29,014538,TEVA,MCK,007171,1985.28,16544.0,0.12,both
2024-12-31,2025-03-11,014794,CMT,DOO,162870,29.887,302.378,0.09884,both
2024-12-31,2025-03-11,014794,CMT,PCAR,008253,39.116,302.378,0.129361,both
2024-12-31,2025-02-10,014824,CINF,EXAS,141277,104.0,11337.0,0.009174,partner_only
2024-12-31,2025-02-10,014824,CINF,OHI,025633,650.0,11337.0,0.057334,partner_only
2024-12-31,2025-02-06,015617,ING,SPAI,050297,1267.223,21766.0,0.05822,partner_only
2024-12-31,2025-02-06,015617,ING,USA,014729,1322.094,21766.0,0.060741,partner_only
2024-12-31,2025-01-31,016101,ABBV,CAH,002751,,56334.0,,partner_only
2024-12-31,2025-01-31,016101,ABBV,COR,031673,,56334.0,,partner_only
2024-12-31,2025-01-31,016101,ABBV,MCK,007171,,56334.0,,partner_only
2024-12-31,2025-02-27,016125,XRN,EHC,012589,7.318,138.76,0.052739,both
2024-12-31,2025-02-27,016125,XRN,EXAS,141277,17.815,138.76,0.128387,partner_only
2024-12-31,,016125,GMRE,LPNT,,7.931,138.76,0.057156,ours_only
2024-12-31,2025-02-27,016125,XRN,OHI,025633,9.636,138.76,0.069444,partner_only
2024-12-31,2025-02-06,016477,LEA,F,004839,2586.966,23306.0,0.111,both
2024-12-31,,016477,LEA,MBGYY,,2447.13,23306.0,0.105,ours_only
2024-12-31,2025-02-06,016477,LEA,STLA,101276,2004.316,23306.0,0.086,both
2024-12-31,,016477,LEA,VWAGY,,2447.13,23306.0,0.105,ours_only
2024-12-31,2025-02-10,016597,LSCC,ARW,001773,169.631,509.401,0.333001,both
2024-12-31,2025-02-20,016745,PRTA,BMY,002403,135.107,135.157,0.99963,both
2024-12-31,2025-02-20,016745,PRTA,NVO,008020,0.05,135.157,0.00037,both
2024-12-31,2025-02-26,017228,TALO,CVX,002991,,1973.568,,partner_only
2024-12-31,2025-02-26,017228,TALO,VLO,015247,,1973.568,,partner_only
2024-12-31,2025-02-26,017228,TALO,XOM,004503,335.507,1973.568,0.17,both
2024-12-31,2025-03-19,017454,KNOP,EQNR,220546,53.297,310.543,0.171625,both
2024-12-31,2025-02-19,017626,AHH,DKS,150139,1.977,708.715,0.00279,partner_only
2024-12-31,2025-02-19,017626,AHH,HII,186310,1.774,708.715,0.002503,partner_only
2024-12-31,2025-02-19,017626,AHH,MS,012124,8.883,708.715,0.012534,both
2024-12-31,,017626,AHH,PETM,,1.527,708.715,0.002155,ours_only
2024-12-31,,017626,AHH,WEWKQ,,1.348,708.715,0.001902,ours_only
2024-12-31,,017626,AHH,WFM,,1.144,708.715,0.001614,ours_only
2024-12-31,2025-03-03,017653,ADMA,COR,031673,,426.454,,partner_only
2024-12-31,2025-02-26,018036,VISN,CMCSA,003226,,4205.8,,partner_only
2024-12-31,,018071,REXR,CUB.1,,11.11,936.407,0.011864,ours_only
2024-12-31,,018071,REXR,FDX1,,10.382,936.407,0.011087,ours_only
2024-12-31,,018071,REXR,LLL.1,,12.825,936.407,0.013696,ours_only
2024-12-31,2025-02-28,018204,ANIP,CAH,002751,73.725,614.376,0.12,both
2024-12-31,2025-02-28,018204,ANIP,COR,031673,153.594,614.376,0.25,both
2024-12-31,2025-02-28,018204,ANIP,MCK,007171,67.581,614.376,0.109999,both
2024-12-31,2025-02-13,018289,ASC,BP,002410,28.132,405.784,0.069328,both
2024-12-31,2025-02-27,018320,FOXF,F,004839,209.088,1393.921,0.15,both
2024-12-31,2025-02-10,018383,BRX,ACI,025645,9.877,1305.83,0.007564,partner_only
2024-12-31,,018383,BRX,BKS,,5.69,1305.83,0.004357,ours_only
2024-12-31,2025-02-10,018383,BRX,BURL,018675,20.987,1305.83,0.016072,both
2024-12-31,2025-02-10,018383,BRX,DLTR,031587,16.509,1305.83,0.012643,both
2024-12-31,2025-02-10,018383,BRX,EXAS,141277,120.47,1305.83,0.092256,partner_only
2024-12-31,2025-02-10,018383,BRX,FIVE,171141,12.626,1305.83,0.009669,both
2024-12-31,,018383,BRX,JAS,,5.483,1305.83,0.004199,ours_only
2024-12-31,2025-02-10,018383,BRX,KSS,025283,8.763,1305.83,0.006711,both
2024-12-31,2025-02-10,018383,BRX,LDI,026297,5.913,1305.83,0.004528,partner_only
2024-12-31,2025-02-10,018383,BRX,MAIN,178529,2.265,1305.83,0.001735,partner_only
2024-12-31,2025-02-10,018383,BRX,OHI,025633,32.993,1305.83,0.025266,partner_only
2024-12-31,,018383,BRX,PETM,,10.121,1305.83,0.007751,ours_only
2024-12-31,,018383,BRX,PRTYQ,,5.342,1305.83,0.004091,ours_only
2024-12-31,,018383,BRX,PUSH.1,,14.898,1305.83,0.011409,ours_only
2024-12-31,2025-02-10,018383,BRX,ROST,009248,13.946,1305.83,0.01068,both
2024-12-31,2025-02-10,018383,BRX,ULTA,178704,9.905,1305.83,0.007585,both
2024-12-31,,018383,BRX,WFM,,12.04,1305.83,0.00922,ours_only
2024-12-31,,018424,LPCN,ATRS,,0.067,11.198,0.005983,ours_only
2024-12-31,2025-03-13,018424,LPCN,VRTX,024344,10.232,11.198,0.913735,partner_only
2024-12-31,2025-02-07,018468,PAGP,XOM,004503,15021.9,50073.0,0.3,both
2024-12-31,2025-02-12,018494,IRT,EXAS,141277,120.961,640.382,0.188889,partner_only
2024-12-31,2025-02-12,018494,IRT,OHI,025633,54.167,640.382,0.084585,partner_only
2024-12-31,2025-02-26,018564,AAOI,MSFT,012141,108.973,249.365,0.437002,both
2024-12-31,2025-02-26,018564,AAOI,ORCL,012142,30.921,249.365,0.123999,both
2024-12-31,2025-03-20,018658,MGNX,CAH,002751,,149.962,,partner_only
2024-12-31,2025-03-20,018658,MGNX,GILD,024856,9.3,149.962,0.062016,both
2024-12-31,2025-03-20,018658,MGNX,INCY,029127,113.6,149.962,0.757525,both
2024-12-31,2025-03-20,018658,MGNX,ZLAB,032334,7.0,149.962,0.046678,both
2024-12-31,2025-02-19,018850,ESBA,COTY,012151,10.879,789.221,0.013784,both
2024-12-31,,018850,ESBA,CTRCQ,,16.863,789.221,0.021367,ours_only
2024-12-31,,018850,ESBA,FBC,,23.39,789.221,0.029637,ours_only
2024-12-31,2025-02-19,018850,ESBA,FL,011584,44.061,789.221,0.055828,both
2024-12-31,2025-02-19,018850,ESBA,JPM,002968,17.407,789.221,0.022056,both
2024-12-31,,018850,ESBA,LNKD,,40.253,789.221,0.051003,ours_only
2024-12-31,2025-02-19,018850,ESBA,M,004611,10.879,789.221,0.013784,both
2024-12-31,2025-02-19,018850,ESBA,PVH,008551,16.319,789.221,0.020677,both
2024-12-31,2025-02-19,018850,ESBA,SBUX,025434,16.319,789.221,0.020677,both
2024-12-31,2025-02-19,018850,ESBA,SSTK,003382,9.247,789.221,0.011717,both
2024-12-31,2025-02-19,018850,ESBA,TGT,003813,53.308,789.221,0.067545,both
2024-12-31,2025-02-19,018850,ESBA,URBN,029150,47.325,789.221,0.059964,both
2024-12-31,2025-02-28,018888,AMRX,CAH,002751,,2793.957,,partner_only
2024-12-31,2025-02-28,018888,AMRX,COR,031673,,2793.957,,partner_only
2024-12-31,2025-02-28,018888,AMRX,CVS,007241,,2793.957,,partner_only
2024-12-31,2025-03-06,018926,DLNG,EQNR,220546,42.229,156.403,0.270001,both
2024-12-31,,018938,XNCR,ALXN,,58.2,110.493,0.52673,ours_only
2024-12-31,2025-02-27,018938,XNCR,AMGN,001602,30.0,110.493,0.27151,both
2024-12-31,2025-02-27,018938,XNCR,VERA,038782,0.5,110.493,0.004525,partner_only
2024-12-31,2025-02-27,018938,XNCR,VIR,035638,0.6,110.493,0.00543,both
2024-12-31,2025-03-17,019129,HNRG,DUK,004093,,398.975,,partner_only
2024-12-31,2025-03-31,019458,CARM,MRNA,034410,19.632,19.632,1.0,both
2024-12-31,2025-02-12,019582,CTRE,ENSG,178803,77.034,296.286,0.259999,partner_only
2024-12-31,2025-02-12,019582,CTRE,EXAS,141277,53.331,296.286,0.179998,partner_only
2024-12-31,2025-02-12,019582,CTRE,OHI,025633,3.018,296.286,0.010186,partner_only
2024-12-31,2025-03-13,019602,TBCH,AMZN,064768,,372.766,,partner_only
2024-12-31,2025-03-13,019602,TBCH,BBY,002184,,372.766,,partner_only
2024-12-31,2025-02-11,019855,IVT,ACI,025645,4.359,273.974,0.01591,partner_only
2024-12-31,2025-02-11,019855,IVT,AMZN,064768,2.742,273.974,0.010008,both
2024-12-31,2025-02-11,019855,IVT,APO,184254,2.66,273.974,0.009709,partner_only
2024-12-31,2025-02-11,019855,IVT,BBY,002184,2.27,273.974,0.008285,both
2024-12-31,2025-02-11,019855,IVT,EXAS,141277,80.144,273.974,0.292524,partner_only
2024-12-31,,019855,IVT,PUSH.1,,6.926,273.974,0.02528,ours_only
2024-12-31,2025-03-13,019859,AKBA,CAH,002751,,160.18,,partner_only
2024-12-31,2025-03-13,019859,AKBA,COR,031673,30.434,160.18,0.189999,both
2024-12-31,2025-03-13,019859,AKBA,DVA,061483,,160.18,,partner_only
2024-12-31,2025-03-13,019859,AKBA,MCK,007171,19.222,160.18,0.120002,both
2024-12-31,2025-03-07,019966,CMCT,FXLV,039061,2.418,123.706,0.019546,partner_only
2024-12-31,2025-03-19,019988,MDWD,VCEL,064334,2.427,20.222,0.120018,both
2024-12-31,2025-02-27,020020,CVEO,SU,015070,,682.122,,partner_only
2024-12-31,2025-03-12,020040,SCYX,GSK,005180,3.746,3.746,1.0,both
2024-12-31,2025-02-20,020129,MTLS,SNN,101317,,276.185,,partner_only
2024-12-31,2025-02-20,020129,MTLS,SYK,010115,,276.185,,partner_only
2024-12-31,2025-02-20,020129,MTLS,ZBH,144559,,276.185,,partner_only
2024-12-31,2025-02-26,020233,TBPH,VTRS,007637,64.381,64.381,1.0,both
2024-12-31,2025-02-06,020644,GPRO,BBY,002184,72.133,801.473,0.090001,both
2024-12-31,2025-02-20,020645,ARDX,CAH,002751,48.374,333.615,0.144999,both
2024-12-31,2025-02-20,020645,ARDX,COR,031673,54.713,333.615,0.164,both
2024-12-31,,020645,ARDX,KHTRF,,0.078,333.615,0.000234,ours_only
2024-12-31,2025-02-20,020645,ARDX,MCK,007171,47.04,333.615,0.141001,both
2024-12-31,2025-02-27,020659,AMPH,CAH,002751,139.074,731.967,0.19,both
2024-12-31,2025-02-27,020659,AMPH,COR,031673,146.393,731.967,0.199999,both
2024-12-31,2025-02-27,020659,AMPH,LLY,006730,21.959,731.967,0.03,partner_only
2024-12-31,2025-02-27,020659,AMPH,MCK,007171,182.992,731.967,0.25,both
2024-12-31,2025-02-20,020699,LTRPA,BKNG,119314,,1835.0,,partner_only
2024-12-31,2025-02-20,020699,LTRPA,EXPE,126296,,1835.0,,partner_only
2024-12-31,2025-02-18,020748,ANET,META,170617,1050.472,7003.146,0.15,both
2024-12-31,2025-02-18,020748,ANET,MSFT,012141,1400.629,7003.146,0.2,both
2024-12-31,2025-02-11,020943,SAGE,BIIB,024468,37.669,41.243,0.913343,both
2024-12-31,2025-02-26,020959,PLYM,ACH,008213,3.041,193.21,0.015739,partner_only
2024-12-31,2025-04-15,021020,ADVM,RLAY,036677,1.0,1.0,1.0,partner_only
2024-12-31,2025-02-26,021352,AVNS,MCK,007171,123.804,687.8,0.18,both
2024-12-31,2025-02-05,021503,KMPR,EXAS,141277,464.932,4656.8,0.099839,partner_only
2024-12-31,2025-03-13,021524,PRQR,LLY,006730,19.573,20.236,0.967237,partner_only
2024-12-31,2025-02-27,021604,PGRE,GOOGL,160329,16.647,725.255,0.022953,both
2024-12-31,2025-02-27,021604,PGRE,JPM,002968,31.725,725.255,0.043743,both
2024-12-31,2025-02-27,021604,PGRE,MS,012124,20.528,725.255,0.028305,both
2024-12-31,2025-02-27,021604,PGRE,WMG,163118,20.352,725.255,0.028062,both
2024-12-31,2025-03-07,021834,TUSK,DUK,004093,,187.932,,partner_only
2024-12-31,2025-03-10,021841,CHRS,CAH,002751,46.746,266.96,0.175105,both
2024-12-31,2025-03-10,021841,CHRS,COR,031673,98.687,266.96,0.36967,both
2024-12-31,2025-03-10,021841,CHRS,MCK,007171,109.075,266.96,0.408582,both
2024-12-31,2025-03-17,021901,KYNB,AZN,028272,26.089,29.621,0.88076,both
2024-12-31,2025-03-03,022284,SND,EQT,004430,99.328,311.372,0.319001,both
2024-12-31,2025-03-06,022318,EZRA,OHI,025633,2.249,14.054,0.160026,partner_only
2024-12-31,,022405,BRX1,BKS,,5.69,1305.83,0.004357,ours_only
2024-12-31,,022405,BRX1,BURL,,20.987,1305.83,0.016072,ours_only
2024-12-31,,022405,BRX1,DLTR,,16.509,1305.83,0.012643,ours_only
2024-12-31,,022405,BRX1,FIVE,,12.626,1305.83,0.009669,ours_only
2024-12-31,,022405,BRX1,JAS,,5.483,1305.83,0.004199,ours_only
2024-12-31,,022405,BRX1,KSS,,8.763,1305.83,0.006711,ours_only
2024-12-31,,022405,BRX1,PETM,,10.121,1305.83,0.007751,ours_only
2024-12-31,,022405,BRX1,PRTYQ,,5.342,1305.83,0.004091,ours_only
2024-12-31,,022405,BRX1,PUSH.1,,14.898,1305.83,0.011409,ours_only
2024-12-31,,022405,BRX1,ROST,,13.946,1305.83,0.01068,ours_only
2024-12-31,,022405,BRX1,ULTA,,9.905,1305.83,0.007585,ours_only
2024-12-31,,022405,BRX1,WFM,,12.04,1305.83,0.00922,ours_only
2024-12-31,2025-02-12,022459,UE,BBY,002184,15.069,447.633,0.033664,both
2024-12-31,,022459,UE,BJ.1,,9.422,447.633,0.021048,ours_only
2024-12-31,2025-02-12,022459,UE,BURL,018675,12.077,447.633,0.02698,both
2024-12-31,2025-02-12,022459,UE,HD,005680,13.2,447.633,0.029488,partner_only
2024-12-31,2025-02-12,022459,UE,KSS,025283,15.261,447.633,0.034093,both
2024-12-31,2025-02-12,022459,UE,LOW,006829,13.731,447.633,0.030675,both
2024-12-31,,022459,UE,PETM,,11.39,447.633,0.025445,ours_only
2024-12-31,2025-02-12,022459,UE,WMT,011259,17.403,447.633,0.038878,both
2024-12-31,2025-02-12,022604,ASND,NVO,008020,98.665,376.482,0.262071,both
2024-12-31,2025-02-25,022674,DEA,CVS,007241,0.776,308.103,0.002519,both
2024-12-31,2025-02-25,022674,DEA,EXAS,141277,40.375,308.103,0.131044,partner_only
2024-12-31,2025-02-25,022674,DEA,OHI,025633,4.825,308.103,0.01566,partner_only
2024-12-31,2025-03-25,022861,CKX,EOG,016478,0.042,1.521,0.027613,both
2024-12-31,,023077,UNIT,WINMQ,,797.011,1166.927,0.683,ours_only
2024-12-31,2025-01-29,023084,BHE,AMAT,001704,371.855,2656.105,0.14,both
2024-12-31,2025-02-26,023147,NSA,EXAS,141277,138.246,754.26,0.183287,partner_only
2024-12-31,2025-02-27,023226,INUV,FHN,004737,,83.794,,partner_only
2024-12-31,2025-02-27,023226,INUV,GOOGL,160329,,83.794,,partner_only
2024-12-31,2025-02-13,023407,BPMC,ETON,033997,3.304,508.824,0.006493,partner_only
2024-12-31,,023407,BPMC,RHHBY,,1.92,508.824,0.003773,ours_only
2024-12-31,2025-02-13,023407,BPMC,RIGL,133468,24.273,508.824,0.047704,both
2024-12-31,2025-02-24,023433,BSM,PXD,014359,,433.699,,partner_only
2024-12-31,2025-02-18,023556,CHCT,DVA,061483,,116.316,,partner_only
2024-12-31,2025-02-18,023556,CHCT,EXAS,141277,19.89,116.316,0.171,partner_only
2024-12-31,2025-02-18,023556,CHCT,FMS,212782,,116.316,,partner_only
2024-12-31,,023556,CHCT,LPNT,,9.373,116.316,0.080582,ours_only
2024-12-31,2025-02-18,023556,CHCT,OHI,025633,12.329,116.316,0.105996,partner_only
2024-12-31,2025-02-18,023556,CHCT,THC,007750,,116.316,,partner_only
2024-12-31,2025-03-24,023574,ADAPY,GLPG,272872,0.5,178.032,0.002808,both
2024-12-31,2025-02-04,023812,REGN,MCK,007171,1831.008,14202.0,0.128926,both
2024-12-31,2025-02-04,023812,REGN,SNY,101204,4531.4,14202.0,0.319068,both
2024-12-31,2025-02-20,023818,EVH,MOH,152149,350.0,2554.741,0.137,both
2024-12-31,2025-02-27,023996,GNL,EXAS,141277,40.241,805.01,0.049988,partner_only
2024-12-31,2025-02-27,023996,GNL,MAIN,178529,2.021,805.01,0.002511,partner_only
2024-12-31,2025-02-27,023996,GNL,OHI,025633,40.649,805.01,0.050495,partner_only
2024-12-31,2025-02-19,024040,IONS,ALNY,264265,8.11,705.138,0.011501,both
2024-12-31,2025-02-19,024040,IONS,AZN,028272,129.759,705.138,0.184019,both
2024-12-31,2025-02-19,024040,IONS,BIIB,024468,368.058,705.138,0.521966,both
2024-12-31,2025-02-19,024040,IONS,NVS,101310,37.762,705.138,0.053553,both
2024-12-31,,024040,IONS,RHHBY,,39.871,705.138,0.056544,ours_only
2024-12-31,2025-03-13,024099,LCUT,AMZN,064768,88.784,682.952,0.13,both
2024-12-31,2025-03-13,024099,LCUT,WMT,011259,129.761,682.952,0.19,both
2024-12-31,2025-02-12,024302,ALKS,BIIB,024468,171.34,1557.632,0.11,both
2024-12-31,2025-02-12,024302,ALKS,CAH,002751,295.95,1557.632,0.19,both
2024-12-31,2025-02-12,024302,ALKS,COR,031673,233.645,1557.632,0.15,both
2024-12-31,2025-02-12,024302,ALKS,MCK,007171,389.408,1557.632,0.25,both
2024-12-31,2025-02-27,024316,MNST,COKE,003138,749.271,7492.709,0.1,both
2024-12-31,2025-02-27,024316,MNST,KO,003144,224.781,7492.709,0.03,partner_only
2024-12-31,2025-02-10,024344,VRTX,MCK,007171,2865.226,11020.1,0.26,both
2024-12-31,2025-02-10,024344,VRTX,WBA,011264,,11020.1,,partner_only
2024-12-31,2025-02-12,024468,BIIB,MCK,007171,,9675.9,,partner_only
2024-12-31,2025-02-25,024533,NHI,ENSG,178803,,335.583,,partner_only
2024-12-31,2025-02-25,024533,NHI,NHC,007741,40.016,335.583,0.119243,both
2024-12-31,2025-02-05,024678,HMN,EXAS,141277,68.96,1550.4,0.044479,partner_only
2024-12-31,2025-02-05,024678,HMN,MAIN,178529,28.618,1550.4,0.018458,partner_only
2024-12-31,2025-02-07,024731,KIM,AMZN,064768,,2130.662,,partner_only
2024-12-31,2025-02-07,024731,KIM,HD,005680,,2130.662,,partner_only
2024-12-31,2025-02-07,024731,KIM,ROST,009248,,2130.662,,partner_only
2024-12-31,2025-02-06,024825,CDP,AMTM,050688,7.555,766.325,0.009859,both
2024-12-31,2025-02-06,024825,CDP,BA,002285,14.424,766.325,0.018822,both
2024-12-31,2025-02-06,024825,CDP,BAH,185881,12.363,766.325,0.016133,partner_only
2024-12-31,2025-02-06,024825,CDP,GD,005046,32.969,766.325,0.043022,both
2024-12-31,2025-02-06,024825,CDP,KBR,174310,7.555,766.325,0.009859,both
2024-12-31,2025-02-06,024825,CDP,LMT,006774,5.495,766.325,0.007171,both
2024-12-31,2025-02-06,024825,CDP,NOC,007985,15.111,766.325,0.019719,both
2024-12-31,2025-02-06,024825,CDP,WFC,008007,6.182,766.325,0.008067,both
2024-12-31,2025-02-11,024856,GILD,CAH,002751,7476.04,28754.0,0.26,both
2024-12-31,2025-02-11,024856,GILD,COR,031673,5175.72,28754.0,0.18,both
2024-12-31,2025-02-11,024856,GILD,MCK,007171,5750.8,28754.0,0.2,both
2024-12-31,,024996,LCTX,RHHBY,,8.149,9.499,0.85788,ours_only
2024-12-31,2025-02-20,025274,OLED,LPL,160739,148.967,647.684,0.23,both
2024-12-31,2025-03-11,025367,MGIC,CVS,007241,46.412,552.52,0.084001,partner_only
2024-12-31,2025-03-10,025472,LFMD,MED,029517,5.0,212.454,0.023535,both
2024-12-31,2025-03-31,025538,CHAI,T,009899,,11.63,,partner_only
2024-12-31,2025-03-31,025538,CHAI,TMUS,017874,,11.63,,partner_only
2024-12-31,2025-03-31,025538,CHAI,VZ,002136,,11.63,,partner_only
2024-12-31,,025648,RHHBY,CAH,,4413.927,68852.0,0.064107,ours_only
2024-12-31,,025648,RHHBY,COR,,7724.372,68852.0,0.112188,ours_only
2024-12-31,,025648,RHHBY,MCK,,9931.335,68852.0,0.144242,ours_only
2024-12-31,,025665,LTC,GENNQ,,10.715,201.696,0.053125,ours_only
2024-12-31,2025-03-31,025726,CVU,LMT,006774,19.459,81.079,0.24,both
2024-12-31,,025726,CVU,RTN,,29.188,81.079,0.359995,ours_only
2024-12-31,2025-01-28,025747,LFUS,ARW,001773,205.932,2190.768,0.094,both
2024-12-31,2025-02-12,025893,SITE,HD,005680,,4540.6,,partner_only
2024-12-31,2025-04-01,026045,ULBI,LHX,005492,37.825,164.456,0.230001,both
2024-12-31,2025-03-06,026112,CTMX,AMGN,001602,3.054,138.103,0.022114,both
2024-12-31,2025-03-06,026112,CTMX,BMY,002403,77.96,138.103,0.564506,both
2024-12-31,2025-03-06,026112,CTMX,MRNA,034410,16.881,138.103,0.122235,both
2024-12-31,2025-03-06,026112,CTMX,REGN,023812,10.83,138.103,0.07842,partner_only
2024-12-31,2025-03-04,026340,WVE,GSK,005180,37.0,108.302,0.341637,both
2024-12-31,2025-03-04,026340,WVE,TAK,100718,71.3,108.302,0.658344,both
2024-12-31,2025-03-11,026341,VYGR,NBIX,062921,60.1,80.001,0.751241,both
2024-12-31,2025-02-27,026376,ONC,MCK,007171,638.743,3810.241,0.167638,partner_only
2024-12-31,2025-02-27,026376,ONC,NVS,101310,20.372,3810.241,0.005347,both
2024-12-31,2025-02-27,026385,MRUS,GILD,024856,4.8,36.133,0.132843,both
2024-12-31,2025-02-27,026385,MRUS,INCY,029127,22.659,36.133,0.6271,both
2024-12-31,2025-02-27,026385,MRUS,LLY,006730,6.467,36.133,0.178978,partner_only
2024-12-31,2025-02-12,026410,FCPT,DRI,031846,,269.036,,partner_only
2024-12-31,2025-02-06,026839,PECO,ACI,025645,19.734,661.478,0.029833,both
2024-12-31,2025-02-06,026839,PECO,DLTR,031587,4.552,661.478,0.006882,both
2024-12-31,2025-02-06,026839,PECO,EXAS,141277,52.203,661.478,0.078919,partner_only
2024-12-31,2025-02-06,026839,PECO,HRB,002269,2.532,661.478,0.003828,partner_only
2024-12-31,2025-02-06,026839,PECO,OHI,025633,28.824,661.478,0.043575,partner_only
2024-12-31,2025-02-06,026839,PECO,PLNT,024861,2.766,661.478,0.004182,both
2024-12-31,,026839,PECO,PUSH.1,,26.623,661.478,0.040248,ours_only
2024-12-31,2025-02-06,026839,PECO,SBUX,025434,3.528,661.478,0.005334,both
2024-12-31,2025-02-06,026839,PECO,SFM,017934,6.732,661.478,0.010177,partner_only
2024-12-31,,026839,PECO,SVU,,3.476,661.478,0.005255,ours_only
2024-12-31,2025-02-06,026839,PECO,UPS,010920,2.585,661.478,0.003908,both
2024-12-31,2025-02-06,026839,PECO,WMT,011259,8.823,661.478,0.013338,both
2024-12-31,2025-03-05,026874,EDIT,BEAM,035714,0.8,32.314,0.024757,both
2024-12-31,,026874,EDIT,JUNO,,18.1,32.314,0.560129,ours_only
2024-12-31,2025-03-05,026874,EDIT,VRTX,024344,10.0,32.314,0.309463,both
2024-12-31,2025-02-18,027119,NGVT,CHX,033326,,1406.4,,partner_only
2024-12-31,2025-02-27,027155,NTLA,ATXI,031848,21.0,57.877,0.362838,partner_only
2024-12-31,2025-02-27,027155,NTLA,REGN,023812,23.0,57.877,0.397394,partner_only
2024-12-31,,027335,HHDS,VECO,,3.617,37.29,0.096997,ours_only
2024-12-31,2025-02-17,027386,JELD,LOW,006829,453.071,3775.592,0.12,both
2024-12-31,2025-02-05,027387,PI,AVY,001913,102.504,366.087,0.279999,both
2024-12-31,,027463,INRE,ACI,,2.09,150.527,0.013885,ours_only
2024-12-31,,027463,INRE,DKS,,1.959,150.527,0.013014,ours_only
2024-12-31,,027463,INRE,FIVE,,1.946,150.527,0.012928,ours_only
2024-12-31,,027463,INRE,PETM,,2.117,150.527,0.014064,ours_only
2024-12-31,,027463,INRE,ROST,,2.772,150.527,0.018415,ours_only
2024-12-31,,027463,INRE,ULTA,,2.391,150.527,0.015884,ours_only
2024-12-31,,027463,INRE,WFM,,2.377,150.527,0.015791,ours_only
2024-12-31,2025-02-20,027574,TPICQ,GEV,045169,464.043,1331.131,0.348608,both
2024-12-31,2025-02-13,027653,YETI,AMZN,064768,275.806,1838.705,0.15,both
2024-12-31,2025-02-21,027670,PTGX,TAK,100718,269.433,434.433,0.620195,both
2024-12-31,2025-02-27,027780,SITC,AZO,023809,,309.169,,partner_only
2024-12-31,2025-02-27,027780,SITC,BBY,002184,,309.169,,partner_only
2024-12-31,2025-02-27,027780,SITC,BIGGQ,012123,,309.169,,partner_only
2024-12-31,2025-02-27,027780,SITC,BURL,018675,,309.169,,partner_only
2024-12-31,2025-02-27,027780,SITC,DKS,150139,,309.169,,partner_only
2024-12-31,2025-02-27,027780,SITC,GAP,004990,,309.169,,partner_only
2024-12-31,2025-02-27,027780,SITC,JWN,007922,,309.169,,partner_only
2024-12-31,2025-02-27,027780,SITC,KSS,025283,,309.169,,partner_only
2024-12-31,2025-02-27,027780,SITC,LOW,006829,,309.169,,partner_only
2024-12-31,2025-02-27,027780,SITC,OHI,025633,5.054,309.169,0.016347,partner_only
2024-12-31,2025-02-27,027780,SITC,REI,176840,,309.169,,partner_only
2024-12-31,2025-02-27,027780,SITC,ROST,009248,,309.169,,partner_only
2024-12-31,2025-02-27,027780,SITC,SFM,017934,,309.169,,partner_only
2024-12-31,2025-02-27,027780,SITC,TGT,003813,,309.169,,partner_only
2024-12-31,2025-02-27,027780,SITC,ULTA,178704,,309.169,,partner_only
2024-12-31,2025-02-20,027828,UEIC,CMCSA,003226,,394.879,,partner_only
2024-12-31,2025-01-27,027875,ELS,EXAS,141277,36.983,1532.414,0.024134,partner_only
2024-12-31,,028027,AMRN,HLTRF,,4.7,228.614,0.020559,ours_only
2024-12-31,2025-02-11,028113,CRSP,VRTX,024344,35.0,37.314,0.937986,both
2024-12-31,2025-02-13,028192,HWM,RTX,010983,743.0,7430.0,0.1,both
2024-12-31,2025-02-06,028272,AZN,MRK,007257,600.0,54174.0,0.011075,both
2024-12-31,2025-02-26,028295,TWI,DE,003835,203.053,1845.937,0.11,both
2024-12-31,,028323,AKR,0190A,,4.411,396.452,0.011126,ours_only
